Time	Mek1-PP	Erk2	Mos	Erk2-P	Erk2-PP	Mos-P	Mek1	Mek1-P
127	91.8728	218.866	3.80901	45.3425	35.7919	96.191	155.019	53.1084
128	93.3663	217.1	3.86617	45.9886	36.9117	96.1338	153.52	53.1141
129	94.8585	215.305	3.93296	46.6296	38.0652	96.067	152.023	53.1182
130	96.3491	213.482	4.00905	47.2649	39.2528	95.9909	150.53	53.121
131	97.8379	211.631	4.09411	47.8944	40.4748	95.9059	149.04	53.1222
132	99.3246	209.751	4.18781	48.5176	41.7315	95.8122	147.553	53.1222
133	100.809	207.843	4.28984	49.1342	43.0232	95.7102	146.07	53.1207
134	102.291	205.906	4.39991	49.744	44.3501	95.6001	144.591	53.118
135	103.77	203.941	4.51772	50.3466	45.7125	95.4823	143.116	53.114
136	105.246	201.948	4.64298	50.9417	47.1106	95.357	141.645	53.1088
137	106.719	199.926	4.77542	51.5291	48.5446	95.2246	140.178	53.1024
138	108.189	197.877	4.91476	52.1086	50.0147	95.0852	138.716	53.0948
139	109.655	195.799	5.06075	52.68	51.521	94.9392	137.259	53.0861
140	111.118	193.693	5.21314	53.2429	53.0637	94.7869	135.806	53.0762
141	112.576	191.56	5.37167	53.7973	54.6428	94.6283	134.358	53.0653
142	114.031	189.398	5.53611	54.3429	56.2586	94.4639	132.916	53.0533
143	115.481	187.209	5.70623	54.8796	57.9111	94.2938	131.478	53.0403
144	116.927	184.992	5.8818	55.4073	59.6003	94.1182	130.047	53.0263
145	118.369	182.748	6.06261	55.9257	61.3264	93.9374	128.62	53.0113
146	119.806	180.476	6.24845	56.4348	63.0892	93.7516	127.199	52.9953
147	121.238	178.177	6.4391	56.9345	64.8889	93.5609	125.784	52.9783
148	122.665	175.85	6.63438	57.4247	66.7255	93.3656	124.375	52.9604
149	124.087	173.496	6.83409	57.9053	68.5988	93.1659	122.972	52.9416
150	125.504	171.115	7.03805	58.3763	70.5089	92.9619	121.575	52.9218
151	126.915	168.707	7.24608	58.8376	72.4558	92.7539	120.184	52.9012
152	128.322	166.272	7.458	59.2891	74.4393	92.542	118.799	52.8797
153	129.722	163.81	7.67365	59.731	76.4594	92.3263	117.42	52.8573
154	131.117	161.321	7.89288	60.163	78.5159	92.1071	116.049	52.834
155	132.507	158.806	8.11551	60.5853	80.6088	91.8845	114.683	52.8099
156	133.89	156.264	8.3414	60.9979	82.738	91.6586	113.325	52.785
157	135.268	153.696	8.57041	61.4008	84.9032	91.4296	111.973	52.7592
158	136.64	151.102	8.80239	61.794	87.1044	91.1976	110.628	52.7326
159	138.005	148.481	9.03721	62.1775	89.3414	90.9628	109.289	52.7052
160	139.365	145.835	9.27475	62.5515	91.614	90.7253	107.958	52.6769
161	140.718	143.162	9.51486	62.916	93.922	90.4851	106.634	52.6479
162	142.065	140.464	9.75744	63.271	96.2653	90.2426	105.317	52.618
163	143.406	137.74	10.0024	63.6167	98.6436	89.9976	104.007	52.5873
164	144.74	134.99	10.2495	63.9531	101.057	89.7505	102.704	52.5559
165	146.068	132.215	10.4988	64.2804	103.504	89.5012	101.409	52.5236
166	147.389	129.415	10.7501	64.5985	105.986	89.2499	100.121	52.4905
167	148.703	126.59	11.0033	64.9078	108.503	88.9967	98.8402	52.4566
168	150.011	123.739	11.2584	65.2081	111.053	88.7416	97.5671	52.4219
169	151.312	120.864	11.5151	65.4998	113.636	88.4849	96.3016	52.3864
170	152.606	117.964	11.7735	65.7829	116.253	88.2265	95.0437	52.3501
171	153.894	115.039	12.0335	66.0575	118.904	87.9665	93.7934	52.313
172	155.174	112.09	12.2949	66.3238	121.587	87.7051	92.5509	52.275
173	156.448	109.116	12.5577	66.5819	124.302	87.4423	91.3161	52.2363
174	157.714	106.118	12.8218	66.8319	127.05	87.1782	90.0891	52.1967
175	158.974	103.096	13.0872	67.074	129.83	86.9128	88.87	52.1563
176	160.226	100.05	13.3537	67.3084	132.642	86.6463	87.6588	52.1151
177	161.471	96.9802	13.6213	67.5352	135.485	86.3787	86.4556	52.073
178	162.71	93.8867	13.8899	67.7545	138.359	86.1101	85.2604	52.0301
179	163.941	90.7697	14.1595	67.9666	141.264	85.8405	84.0732	51.9863
180	165.164	87.6292	14.43	68.1714	144.199	85.57	82.8941	51.9417
181	166.381	84.4656	14.7013	68.3693	147.165	85.2987	81.7231	51.8962
182	167.59	81.2788	14.9734	68.5603	150.161	85.0266	80.5603	51.8498
183	168.792	78.0691	15.2463	68.7447	153.186	84.7537	79.4057	51.8025
184	169.986	74.8365	15.5198	68.9225	156.241	84.4802	78.2594	51.7543
185	171.173	71.5813	15.7939	69.0939	159.325	84.2061	77.1214	51.7052
186	172.353	68.3037	16.0686	69.2591	162.437	83.9314	75.9917	51.6552
187	173.525	65.0036	16.3438	69.4182	165.578	83.6562	74.8704	51.6043
188	174.69	61.6814	16.6195	69.5714	168.747	83.3805	73.7575	51.5524
189	175.847	58.3372	16.8956	69.7188	171.944	83.1044	72.653	51.4995
190	176.997	54.9711	17.1721	69.8605	175.168	82.8279	71.5571	51.4457
191	178.139	51.5834	17.449	69.9967	178.42	82.551	70.4696	51.3909
192	179.274	48.1741	17.7262	70.1275	181.698	82.2738	69.3908	51.3351
193	180.401	44.7436	18.0036	70.253	185.003	81.9964	68.3205	51.2783
194	181.521	41.2919	18.2813	70.3734	188.335	81.7187	67.2589	51.2204
195	182.633	37.8192	18.5591	70.4887	191.692	81.4409	66.2059	51.1615
196	183.737	34.326	18.8372	70.599	195.075	81.1628	65.1616	51.1016
197	184.833	30.8123	19.1153	70.7043	198.483	80.8847	64.1261	51.0406
198	185.922	27.2785	19.3936	70.8047	201.917	80.6064	63.0994	50.9784
199	187.003	23.725	19.6719	70.9001	205.375	80.3281	62.0814	50.9152
200	188.077	20.1522	19.9503	70.9904	208.857	80.0497	61.0723	50.8508
201	189.143	16.5609	20.2286	71.0751	212.364	79.7714	60.0721	50.7853
202	190.201	12.9522	20.507	71.1537	215.894	79.493	59.0809	50.7186
203	191.251	9.32805	20.7853	71.2243	219.448	79.2147	58.0985	50.6507
204	192.293	5.6935	21.0635	71.2828	223.024	78.9365	57.1252	50.5817
205	193.328	2.06913	21.3416	71.3094	226.621	78.6584	56.1609	50.5113
206	194.355	8.49728e-05	21.6196	69.7782	230.222	78.3804	55.2056	50.4398
207	195.374	8.45287e-05	21.8974	66.304	233.696	78.1026	54.2595	50.367
208	196.385	8.40926e-05	22.175	62.9811	237.019	77.825	53.3224	50.2929
209	197.388	8.36643e-05	22.4524	59.8044	240.195	77.5476	52.3946	50.2175
210	198.383	8.32437e-05	22.7293	56.7689	243.231	77.2707	51.4759	50.1407
211	199.371	8.28305e-05	23.0059	53.8696	246.13	76.9941	50.5665	50.0626
212	200.351	8.24247e-05	23.2821	51.1017	248.898	76.7179	49.6663	49.9831
213	201.322	8.2026e-05	23.5578	48.4604	251.54	76.4422	48.7754	49.9022
214	202.286	8.16343e-05	23.833	45.941	254.059	76.167	47.8939	49.8199
215	203.242	8.12496e-05	24.1076	43.5389	256.461	75.8924	47.0217	49.7362
216	204.19	8.08715e-05	24.3817	41.2496	258.75	75.6183	46.1589	49.651
217	205.13	8.05001e-05	24.6552	39.0687	260.931	75.3448	45.3056	49.5642
218	206.062	8.01351e-05	24.9281	36.992	263.008	75.0719	44.4617	49.476
219	206.987	7.97765e-05	25.2003	35.0153	264.985	74.7997	43.6273	49.3862
220	207.903	7.94242e-05	25.4718	33.1345	266.865	74.5282	42.8024	49.2949
221	208.811	7.90779e-05	25.7426	31.3456	268.654	74.2574	41.987	49.2019
222	209.711	7.87376e-05	26.0128	29.6449	270.355	73.9872	41.1813	49.1073
223	210.604	7.84031e-05	26.2822	28.0285	271.971	73.7178	40.3852	49.0111
224	211.488	7.80745e-05	26.5508	26.493	273.507	73.4492	39.5987	48.9132
225	212.365	7.77515e-05	26.8187	25.0347	274.965	73.1813	38.8219	48.8136
226	213.233	7.7434e-05	27.0858	23.6502	276.35	72.9142	38.0548	48.7123
227	214.093	7.7122e-05	27.3522	22.3364	277.664	72.6478	37.2974	48.6093
228	214.946	7.68153e-05	27.6177	21.09	278.91	72.3823	36.5498	48.5045
229	215.79	7.65138e-05	27.8824	19.908	280.092	72.1176	35.812	48.3978
230	216.627	7.62176e-05	28.1463	18.7875	281.212	71.8537	35.0841	48.2894
231	217.455	7.59263e-05	28.4094	17.7255	282.274	71.5906	34.366	48.1791
232	218.275	7.56401e-05	28.6716	16.7194	283.28	71.3284	33.6578	48.067
233	219.088	7.53587e-05	28.933	15.7666	284.233	71.067	32.9595	47.953
234	219.892	7.50822e-05	29.1936	14.8644	285.135	70.8064	32.2712	47.8371
235	220.688	7.48103e-05	29.4533	14.0106	285.989	70.5467	31.5928	47.7192
236	221.476	7.45431e-05	29.7121	13.2026	286.797	70.2879	30.9245	47.5994
237	222.256	7.42805e-05	29.97	12.4384	287.562	70.03	30.2661	47.4777
238	223.028	7.40223e-05	30.2271	11.7157	288.284	69.7729	29.6179	47.3539
239	223.792	7.37686e-05	30.4833	11.0326	288.967	69.5167	28.9797	47.2282
240	224.548	7.35191e-05	30.7386	10.3869	289.613	69.2614	28.3516	47.1005
241	225.296	7.3274e-05	30.993	9.77687	290.223	69.007	27.7336	46.9707
242	226.035	7.3033e-05	31.2465	9.20068	290.799	68.7535	27.1257	46.8389
243	226.767	7.27962e-05	31.4992	8.6566	291.343	68.5008	26.5281	46.7051
244	227.49	7.25634e-05	31.7509	8.14297	291.857	68.2491	25.9405	46.5692
245	228.206	7.23346e-05	32.0018	7.65823	292.342	67.9982	25.3632	46.4312
246	228.913	7.21098e-05	32.2517	7.20087	292.799	67.7483	24.796	46.2912
247	229.612	7.18888e-05	32.5008	6.76946	293.23	67.4992	24.2391	46.1492
248	230.303	7.16716e-05	32.7489	6.36262	293.637	67.2511	23.6923	46.005
249	230.985	7.14582e-05	32.9961	5.97906	294.021	67.0039	23.1558	45.8589
250	231.66	7.12485e-05	33.2425	5.61753	294.382	66.7575	22.6294	45.7107
251	232.326	7.10424e-05	33.4879	5.27685	294.723	66.5121	22.1133	45.5604
252	232.985	7.08398e-05	33.7324	4.95591	295.044	66.2676	21.6073	45.4082
253	233.635	7.06408e-05	33.976	4.65362	295.346	66.024	21.1115	45.2539
254	234.276	7.04452e-05	34.2187	4.36898	295.631	65.7813	20.6259	45.0977
255	234.91	7.02531e-05	34.4606	4.101	295.899	65.5394	20.1504	44.9395
256	235.536	7.00642e-05	34.7015	3.84878	296.151	65.2985	19.6851	44.7794
257	236.153	6.98787e-05	34.9415	3.61143	296.388	65.0585	19.2298	44.6173
258	236.762	6.96964e-05	35.1806	3.38814	296.612	64.8194	18.7846	44.4535
259	237.363	6.95173e-05	35.4187	3.17812	296.822	64.5813	18.3495	44.2877
260	237.955	6.93414e-05	35.656	2.98062	297.019	64.344	17.9243	44.1203
261	238.54	6.91685e-05	35.8924	2.79493	297.205	64.1076	17.509	43.9511
262	239.116	6.89987e-05	36.1279	2.62038	297.38	63.8721	17.1036	43.7802
263	239.684	6.88318e-05	36.3625	2.45634	297.544	63.6375	16.7081	43.6077
264	240.244	6.86678e-05	36.5962	2.30221	297.698	63.4038	16.3223	43.4336
265	240.796	6.85067e-05	36.829	2.15742	297.843	63.171	15.9462	43.258
266	241.339	6.83484e-05	37.0609	2.02143	297.979	62.9391	15.5796	43.081
267	241.875	6.81929e-05	37.2919	1.89372	298.106	62.7081	15.2227	42.9027
268	242.402	6.80401e-05	37.522	1.77383	298.226	62.478	14.8751	42.7231
269	242.921	6.789e-05	37.7512	1.66128	298.339	62.2488	14.537	42.5423
270	243.432	6.77424e-05	37.9795	1.55565	298.444	62.0205	14.2081	42.3604
271	243.934	6.75973e-05	38.207	1.45654	298.543	61.793	13.8883	42.1775
272	244.429	6.74548e-05	38.4335	1.36355	298.636	61.5665	13.5776	41.9936
273	244.915	6.73146e-05	38.6592	1.27632	298.724	61.3408	13.2758	41.8089
274	245.394	6.71768e-05	38.884	1.19452	298.805	61.116	12.9828	41.6235
275	245.864	6.70413e-05	39.1079	1.11781	298.882	60.8921	12.6985	41.4375
276	246.326	6.6908e-05	39.331	1.0459	298.954	60.669	12.4228	41.251
277	246.78	6.67769e-05	39.5532	0.978488	299.021	60.4468	12.1555	41.0641
278	247.227	6.66479e-05	39.7745	0.915308	299.085	60.2255	11.8965	40.8768
279	247.665	6.65209e-05	39.9949	0.856104	299.144	60.0051	11.6457	40.6894
280	248.095	6.63958e-05	40.2145	0.800634	299.199	59.7855	11.4028	40.502
281	248.518	6.62726e-05	40.4331	0.74867	299.251	59.5669	11.1678	40.3145
282	248.932	6.61512e-05	40.651	0.699999	299.3	59.349	10.9405	40.1273
283	249.339	6.60315e-05	40.868	0.654418	299.346	59.132	10.7208	39.9403
284	249.738	6.59135e-05	41.0841	0.611738	299.388	58.9159	10.5084	39.7538
285	250.129	6.5797e-05	41.2993	0.571779	299.428	58.7007	10.3033	39.5677
286	250.512	6.56819e-05	41.5137	0.534374	299.466	58.4863	10.1053	39.3824
287	250.888	6.55681e-05	41.7273	0.499365	299.501	58.2727	9.91413	39.1977
288	251.256	6.54557e-05	41.94	0.466601	299.533	58.06	9.72973	39.014
289	251.617	6.53443e-05	42.1519	0.435944	299.564	57.8481	9.55192	38.8312
290	251.97	6.5234e-05	42.3629	0.407261	299.593	57.6371	9.38051	38.6496
291	252.315	6.51246e-05	42.573	0.38043	299.62	57.427	9.21535	38.4692
292	252.654	6.5016e-05	42.7824	0.355332	299.645	57.2176	9.05628	38.2901
293	252.984	6.4908e-05	42.9909	0.331861	299.668	57.0091	8.90312	38.1124
294	253.308	6.48006e-05	43.1986	0.309912	299.69	56.8014	8.75572	37.9363
295	253.624	6.46935e-05	43.4054	0.28939	299.711	56.5946	8.61392	37.7619
296	253.933	6.45867e-05	43.6114	0.270203	299.73	56.3886	8.47754	37.5892
297	254.235	6.448e-05	43.8166	0.252268	299.748	56.1834	8.34644	37.4183
298	254.53	6.43731e-05	44.0209	0.235504	299.764	55.9791	8.22045	37.2493
299	254.818	6.4266e-05	44.2245	0.219837	299.78	55.7755	8.09943	37.0824
300	255.099	6.41585e-05	44.4272	0.205196	299.795	55.5728	7.98321	36.9176
301	255.373	6.40502e-05	44.6291	0.191515	299.808	55.3709	7.87166	36.7549
302	255.641	6.39412e-05	44.8302	0.178734	299.821	55.1698	7.76461	36.5945
303	255.902	6.3831e-05	45.0305	0.166794	299.833	54.9695	7.66193	36.4364
304	256.156	6.37195e-05	45.23	0.15564	299.844	54.77	7.56348	36.2808
305	256.403	6.36064e-05	45.4287	0.145222	299.855	54.5713	7.46912	36.1275
306	256.644	6.34915e-05	45.6265	0.135493	299.864	54.3735	7.37872	35.9769
307	256.879	6.33745e-05	45.8236	0.126407	299.874	54.1764	7.29214	35.8287
308	257.108	6.32551e-05	46.0199	0.117924	299.882	53.9801	7.20926	35.6832
309	257.33	6.31331e-05	46.2154	0.110003	299.89	53.7846	7.12995	35.5404
310	257.546	6.30079e-05	46.4101	0.102607	299.897	53.5899	7.05409	35.4003
311	257.755	6.28794e-05	46.604	0.0957039	299.904	53.396	6.98157	35.2629
312	257.959	6.27472e-05	46.7971	0.0892599	299.911	53.2029	6.91228	35.1284
313	258.157	6.26108e-05	46.9894	0.0832453	299.917	53.0106	6.8461	34.9966
314	258.349	6.24699e-05	47.181	0.0776318	299.922	52.819	6.78292	34.8677
315	258.536	6.2324e-05	47.3717	0.0723932	299.928	52.6283	6.72266	34.7416
316	258.716	6.21726e-05	47.5617	0.0675047	299.932	52.4383	6.6652	34.6185
317	258.891	6.20154e-05	47.751	0.0629433	299.937	52.249	6.61045	34.4982
318	259.061	6.18518e-05	47.9394	0.0586874	299.941	52.0606	6.55832	34.3808
319	259.225	6.16812e-05	48.1271	0.0547168	299.945	51.8729	6.50872	34.2664
320	259.384	6.15031e-05	48.314	0.0510127	299.949	51.686	6.46157	34.1549
321	259.537	6.13169e-05	48.5002	0.0475573	299.952	51.4998	6.41678	34.0463
322	259.685	6.1122e-05	48.6856	0.0443342	299.956	51.3144	6.37428	33.9407
323	259.828	6.09177e-05	48.8702	0.0413279	299.959	51.1298	6.33399	33.838
324	259.966	6.07034e-05	49.0541	0.038524	299.961	50.9459	6.29583	33.7382
325	260.099	6.04783e-05	49.2372	0.035909	299.964	50.7628	6.25974	33.6414
326	260.227	6.02418e-05	49.4196	0.0334704	299.966	50.5804	6.22565	33.5474
327	260.35	5.9993e-05	49.6013	0.0311964	299.969	50.3987	6.19349	33.4564
328	260.469	5.97312e-05	49.7822	0.029076	299.971	50.2178	6.16321	33.3682
329	260.582	5.94555e-05	49.9623	0.0270988	299.973	50.0377	6.13474	33.2829
330	260.692	5.91651e-05	50.1417	0.0252554	299.975	49.8583	6.10803	33.2004
331	260.796	5.88591e-05	50.3204	0.0235367	299.976	49.6796	6.08302	33.1208
332	260.896	5.85366e-05	50.4984	0.0219344	299.978	49.5016	6.05967	33.044
333	260.992	5.81968e-05	50.6756	0.0204407	299.98	49.3244	6.03792	32.97
334	261.083	5.78386e-05	50.8521	0.0190483	299.981	49.1479	6.01772	32.8988
335	261.171	5.74611e-05	51.0278	0.0177503	299.982	48.9722	5.99903	32.8303
336	261.254	5.70634e-05	51.2028	0.0165404	299.983	48.7972	5.9818	32.7645
337	261.333	5.66445e-05	51.3772	0.0154128	299.985	48.6228	5.966	32.7015
338	261.407	5.62035e-05	51.5508	0.0143617	299.986	48.4492	5.95158	32.641
339	261.478	5.57394e-05	51.7236	0.0133821	299.987	48.2764	5.93851	32.5833
340	261.545	5.52514e-05	51.8958	0.0124692	299.987	48.1042	5.92675	32.5281
