[TGFbR]_0	[CoSmad]_0	[Smad_P]_0	[Smad_P_N]_0	[I_Smad_mRNA1]_0	[I_Smad_mRNA2]_0	[TGFb_TGFbR]_0	[Smad_P_Smad_P]_0	[Smad_P_CoSmad]_0	[Smad_P_Smad_P_N]_0	[I_Smad]_0	[TGFb]_0	[CoSmad_N]_0	[Smad]_0	[TGFb_TGFbR_P]_0	[Smad_N]_0	[Smad_P_CoSmad_N]_0	[I_Smad_TGFb_TGFbR_P]_0	Values[k13].InitialValue	Values[k12].InitialValue	Values[k11].InitialValue	Values[k10].InitialValue	Values[k17].InitialValue	Values[k16].InitialValue	Values[k15].InitialValue	Values[k14].InitialValue	Values[h].InitialValue	Values[k19].InitialValue	Values[k18].InitialValue	Values[k3].InitialValue	Values[k2].InitialValue	Values[k1].InitialValue	Values[k7].InitialValue	Values[k6].InitialValue	Values[k5].InitialValue	Values[k4].InitialValue	Values[k9].InitialValue	Values[k8].InitialValue	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	7.00076e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	6.67444e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	5.76803e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	5.31837e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.89792e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.78713e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.40717e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.3792e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.21704e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.17565e-06

1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	8.90958e-05
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	8.54932e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	6.71217e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	5.58217e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	5.53011e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	5.49079e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	5.21504e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.95417e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.75349e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.70962e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.60483e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.44883e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.43491e-06
1010	12000	0	0	0	0	0	0	0	0	0	460	135000	7000	0	82000	0	0	0.00164	0.0513	0.00923	5.12e-08	8.05e-05	0.0214	28.52	0.038	2.06	0.000412	0.0434	0.324	4.39e-06	0.00446	9.35e-06	1.29e-05	0.000549	0.00192	0.00075	0.0104	4.3848e-06

